file,original_snr,new_snr
noisy10_SNRdb_0.0_clnsp10.wav,0.0,27.313438070597066
noisy10_SNRdb_10.0_clnsp10.wav,10.0,28.98529340546995
noisy10_SNRdb_20.0_clnsp10.wav,20.0,30.859732755860534
noisy10_SNRdb_30.0_clnsp10.wav,30.0,32.22760560294641
noisy10_SNRdb_40.0_clnsp10.wav,40.0,33.23283969709
noisy11_SNRdb_0.0_clnsp11.wav,0.0,25.60266949774072
noisy11_SNRdb_10.0_clnsp11.wav,10.0,28.118188372134846
noisy11_SNRdb_20.0_clnsp11.wav,20.0,29.95965252525447
noisy11_SNRdb_30.0_clnsp11.wav,30.0,31.67281829389271
noisy11_SNRdb_40.0_clnsp11.wav,40.0,33.37414766332684
noisy12_SNRdb_0.0_clnsp12.wav,0.0,26.69451106075765
noisy12_SNRdb_10.0_clnsp12.wav,10.0,28.981414879626634
noisy12_SNRdb_20.0_clnsp12.wav,20.0,30.500269536628252
noisy12_SNRdb_30.0_clnsp12.wav,30.0,31.792822022132313
noisy12_SNRdb_40.0_clnsp12.wav,40.0,32.9458891703859
noisy13_SNRdb_0.0_clnsp13.wav,0.0,30.355506250880893
noisy13_SNRdb_10.0_clnsp13.wav,10.0,31.795339207292663
noisy13_SNRdb_20.0_clnsp13.wav,20.0,32.77295670410487
noisy13_SNRdb_30.0_clnsp13.wav,30.0,33.38472140198478
noisy13_SNRdb_40.0_clnsp13.wav,40.0,33.22456267965182
noisy14_SNRdb_0.0_clnsp14.wav,0.0,28.739610897535567
noisy14_SNRdb_10.0_clnsp14.wav,10.0,30.531156071649534
noisy14_SNRdb_20.0_clnsp14.wav,20.0,31.9281344782312
noisy14_SNRdb_30.0_clnsp14.wav,30.0,32.60681004279163
noisy14_SNRdb_40.0_clnsp14.wav,40.0,33.27610629262945
noisy15_SNRdb_0.0_clnsp15.wav,0.0,27.31893982184879
noisy15_SNRdb_10.0_clnsp15.wav,10.0,29.76058201152044
noisy15_SNRdb_20.0_clnsp15.wav,20.0,31.24714532767613
noisy15_SNRdb_30.0_clnsp15.wav,30.0,32.88191525633016
noisy15_SNRdb_40.0_clnsp15.wav,40.0,33.77560868957575
noisy16_SNRdb_0.0_clnsp16.wav,0.0,29.858900294954097
noisy16_SNRdb_10.0_clnsp16.wav,10.0,31.683841534053325
noisy16_SNRdb_20.0_clnsp16.wav,20.0,32.20544784911525
noisy16_SNRdb_30.0_clnsp16.wav,30.0,32.580289126254684
noisy16_SNRdb_40.0_clnsp16.wav,40.0,32.47888651242438
noisy17_SNRdb_0.0_clnsp17.wav,0.0,28.36392519169951
noisy17_SNRdb_10.0_clnsp17.wav,10.0,29.775945938705007
noisy17_SNRdb_20.0_clnsp17.wav,20.0,31.369676722667442
noisy17_SNRdb_30.0_clnsp17.wav,30.0,33.1430375009693
noisy17_SNRdb_40.0_clnsp17.wav,40.0,33.67371012768815
noisy18_SNRdb_0.0_clnsp18.wav,0.0,33.03788276910955
noisy18_SNRdb_10.0_clnsp18.wav,10.0,33.120409421849615
noisy18_SNRdb_20.0_clnsp18.wav,20.0,32.51836416735645
noisy18_SNRdb_30.0_clnsp18.wav,30.0,31.897922032779817
noisy18_SNRdb_40.0_clnsp18.wav,40.0,31.603964731821197
noisy19_SNRdb_0.0_clnsp19.wav,0.0,26.143540480320798
noisy19_SNRdb_10.0_clnsp19.wav,10.0,28.86941500526155
noisy19_SNRdb_20.0_clnsp19.wav,20.0,30.51349425627452
noisy19_SNRdb_30.0_clnsp19.wav,30.0,32.36726593712281
