file,original_snr,new_snr
noisy10_SNRdb_0.0_clnsp10.wav,0.0,26.585012805415044
noisy10_SNRdb_10.0_clnsp10.wav,10.0,29.188199667233867
noisy10_SNRdb_20.0_clnsp10.wav,20.0,31.102062758990986
noisy10_SNRdb_30.0_clnsp10.wav,30.0,33.3706188958699
noisy10_SNRdb_40.0_clnsp10.wav,40.0,33.41036027969137
noisy11_SNRdb_0.0_clnsp11.wav,0.0,26.157794505065656
noisy11_SNRdb_10.0_clnsp11.wav,10.0,29.244008278095038
noisy11_SNRdb_20.0_clnsp11.wav,20.0,30.727953275339974
noisy11_SNRdb_30.0_clnsp11.wav,30.0,32.60192332527809
noisy11_SNRdb_40.0_clnsp11.wav,40.0,33.75585901507479
noisy12_SNRdb_0.0_clnsp12.wav,0.0,29.03933329390521
noisy12_SNRdb_10.0_clnsp12.wav,10.0,30.70954934437183
noisy12_SNRdb_20.0_clnsp12.wav,20.0,32.927104856610086
noisy12_SNRdb_30.0_clnsp12.wav,30.0,32.24995897034869
noisy12_SNRdb_40.0_clnsp12.wav,40.0,30.648924593593847
noisy13_SNRdb_0.0_clnsp13.wav,0.0,32.00053151529098
noisy13_SNRdb_10.0_clnsp13.wav,10.0,31.882108556442827
noisy13_SNRdb_20.0_clnsp13.wav,20.0,31.40952446859227
noisy13_SNRdb_30.0_clnsp13.wav,30.0,30.839118481759314
noisy13_SNRdb_40.0_clnsp13.wav,40.0,30.57260094118095
noisy14_SNRdb_0.0_clnsp14.wav,0.0,30.92816878820443
noisy14_SNRdb_10.0_clnsp14.wav,10.0,31.671894509036104
noisy14_SNRdb_20.0_clnsp14.wav,20.0,32.19787128238703
noisy14_SNRdb_30.0_clnsp14.wav,30.0,32.18950280149048
noisy14_SNRdb_40.0_clnsp14.wav,40.0,31.51525988481834
noisy15_SNRdb_0.0_clnsp15.wav,0.0,30.23386544053365
noisy15_SNRdb_10.0_clnsp15.wav,10.0,31.820880510079
noisy15_SNRdb_20.0_clnsp15.wav,20.0,32.4361571156841
noisy15_SNRdb_30.0_clnsp15.wav,30.0,32.07424848160688
noisy15_SNRdb_40.0_clnsp15.wav,40.0,30.780594596206114
noisy16_SNRdb_0.0_clnsp16.wav,0.0,31.8317126404812
noisy16_SNRdb_10.0_clnsp16.wav,10.0,31.278030667468858
noisy16_SNRdb_20.0_clnsp16.wav,20.0,31.069712644625653
noisy16_SNRdb_30.0_clnsp16.wav,30.0,30.98166490149628
noisy16_SNRdb_40.0_clnsp16.wav,40.0,30.489070495242785
noisy17_SNRdb_0.0_clnsp17.wav,0.0,29.89191332030291
noisy17_SNRdb_10.0_clnsp17.wav,10.0,31.84782564370943
noisy17_SNRdb_20.0_clnsp17.wav,20.0,32.725236468749685
noisy17_SNRdb_30.0_clnsp17.wav,30.0,32.934296415889065
noisy17_SNRdb_40.0_clnsp17.wav,40.0,31.175765955170746
noisy18_SNRdb_0.0_clnsp18.wav,0.0,31.985838171250837
noisy18_SNRdb_10.0_clnsp18.wav,10.0,30.913008913713824
noisy18_SNRdb_20.0_clnsp18.wav,20.0,30.08690987674017
noisy18_SNRdb_30.0_clnsp18.wav,30.0,30.28584601933431
noisy18_SNRdb_40.0_clnsp18.wav,40.0,29.98971670420975
noisy19_SNRdb_0.0_clnsp19.wav,0.0,26.949530305351942
noisy19_SNRdb_10.0_clnsp19.wav,10.0,29.835244834924225
noisy19_SNRdb_20.0_clnsp19.wav,20.0,31.509295268373023
noisy19_SNRdb_30.0_clnsp19.wav,30.0,32.744196781390244
noisy19_SNRdb_40.0_clnsp19.wav,40.0,33.03316135387877
noisy1_SNRdb_0.0_clnsp1.wav,0.0,31.092872237582437
noisy1_SNRdb_10.0_clnsp1.wav,10.0,30.98209369320422
noisy1_SNRdb_20.0_clnsp1.wav,20.0,30.45436720558878
noisy1_SNRdb_30.0_clnsp1.wav,30.0,30.41608382597671
noisy1_SNRdb_40.0_clnsp1.wav,40.0,30.524262131604303
noisy20_SNRdb_0.0_clnsp20.wav,0.0,30.18496372592486
noisy20_SNRdb_10.0_clnsp20.wav,10.0,30.092563116208275
noisy20_SNRdb_20.0_clnsp20.wav,20.0,29.58112622860217
noisy20_SNRdb_30.0_clnsp20.wav,30.0,30.569692853428926
noisy20_SNRdb_40.0_clnsp20.wav,40.0,31.275105938991086
noisy21_SNRdb_0.0_clnsp21.wav,0.0,31.885281992438234
noisy21_SNRdb_10.0_clnsp21.wav,10.0,31.81314056915149
noisy21_SNRdb_20.0_clnsp21.wav,20.0,31.460380701711024
noisy21_SNRdb_30.0_clnsp21.wav,30.0,30.75495359757969
noisy21_SNRdb_40.0_clnsp21.wav,40.0,30.921860292677486
noisy22_SNRdb_0.0_clnsp22.wav,0.0,29.91835028858688
noisy22_SNRdb_10.0_clnsp22.wav,10.0,30.584108879804557
noisy22_SNRdb_20.0_clnsp22.wav,20.0,30.896339470248535
noisy22_SNRdb_30.0_clnsp22.wav,30.0,31.015152381008097
noisy22_SNRdb_40.0_clnsp22.wav,40.0,30.866175698693134
noisy23_SNRdb_0.0_clnsp23.wav,0.0,27.889747457616064
noisy23_SNRdb_10.0_clnsp23.wav,10.0,30.14060468522581
noisy23_SNRdb_20.0_clnsp23.wav,20.0,32.26783466213122
noisy23_SNRdb_30.0_clnsp23.wav,30.0,33.67880945790009
noisy23_SNRdb_40.0_clnsp23.wav,40.0,32.54861890890912
noisy24_SNRdb_0.0_clnsp24.wav,0.0,29.196130180283735
noisy24_SNRdb_10.0_clnsp24.wav,10.0,31.009061230365162
noisy24_SNRdb_20.0_clnsp24.wav,20.0,32.46669434108201
noisy24_SNRdb_30.0_clnsp24.wav,30.0,33.65635719954832
noisy24_SNRdb_40.0_clnsp24.wav,40.0,32.236776513884216
noisy25_SNRdb_0.0_clnsp25.wav,0.0,30.639632263256637
noisy25_SNRdb_10.0_clnsp25.wav,10.0,30.4906530753291
noisy25_SNRdb_20.0_clnsp25.wav,20.0,30.040567681134288
noisy25_SNRdb_30.0_clnsp25.wav,30.0,30.203661743751297
noisy25_SNRdb_40.0_clnsp25.wav,40.0,30.056598200603247
noisy26_SNRdb_0.0_clnsp26.wav,0.0,31.45614406472665
noisy26_SNRdb_10.0_clnsp26.wav,10.0,33.78037147579947
noisy26_SNRdb_20.0_clnsp26.wav,20.0,32.160143708222165
noisy26_SNRdb_30.0_clnsp26.wav,30.0,30.359962319659743
noisy26_SNRdb_40.0_clnsp26.wav,40.0,30.204456627554496
